id,text,startTime,endTime,Character,Location,Time,Plot arc
241,痛っ！,"00:17:53,240","00:17:55,240",みつは,東京,"Past 1, 9/5",Scene change
242,痛っ！,"00:17:57,420","00:17:58,920",みつは,東京,"Past 1, 9/5",
243,どこ？,"00:18:07,880","00:18:09,060",みつは,東京,"Past 1, 9/5",
244,ん？,"00:18:09,950","00:18:10,920",みつは,東京,"Past 1, 9/5",
245,んっ？,"00:18:11,630","00:18:13,790",みつは,東京,"Past 1, 9/5",
246,んんっ？,"00:18:14,890","00:18:16,560",みつは,東京,"Past 1, 9/5",
247,なんやある・・・,"00:18:20,520","00:18:23,010",みつは,東京,"Past 1, 9/5",Breasts! And other body parts
248,ああ！,"00:18:27,470","00:18:29,420",みつは,東京,"Past 1, 9/5",
249,痛っ！,"00:18:36,350","00:18:37,640",みつは,東京,"Past 1, 9/5",
250,瀧？起きたか？,"00:18:37,640","00:18:41,090",たきくん父,東京,"Past 1, 9/5",Family relationship
251,お前今日メシ当番だったろ？,"00:18:41,650","00:18:44,180",たきくん父,東京,"Past 1, 9/5",Family relationship
252,寝坊しやがって。,"00:18:44,180","00:18:45,840",たきくん父,東京,"Past 1, 9/5",Family relationship
253,すみません。,"00:18:45,840","00:18:47,840",みつは,東京,"Past 1, 9/5",
253,うん？,"00:18:45,840","00:18:47,840",たきくん父,東京,"Past 1, 9/5",
254,俺は先に出るからな。,"00:18:47,840","00:18:49,720",たきくん父,東京,"Past 1, 9/5",
255,味噌汁飲んじゃってくれ。,"00:18:49,720","00:18:51,870",たきくん父,東京,"Past 1, 9/5",
256,遅刻でも学校はちゃんと行けよ。じゃあな。,"00:18:53,100","00:18:56,760",たきくん父,東京,"Past 1, 9/5",Family relationship
257,行ってらっしゃい。,"00:18:57,710","00:18:59,610",みつは,東京,"Past 1, 9/5",
258,変な夢・・・,"00:19:10,220","00:19:11,780",みつは,東京,"Past 1, 9/5",
259,ええー・・・なになにぃ？ツカサ・・・？,"00:19:17,140","00:19:20,340",みつは,東京,"Past 1, 9/5",
260,誰ぇ？,"00:19:20,340","00:19:21,970",みつは,東京,"Past 1, 9/5",
261,トイレ行きたい。,"00:19:31,490","00:19:34,170",みつは,東京,"Past 1, 9/5",
262,リアルすぎ。,"00:19:42,090","00:19:44,040",みつは,東京,"Past 1, 9/5",
263,東京やぁー！,"00:20:55,130","00:20:57,180",みつは,東京,"Past 1, 9/5",Scene change
264,これどこで買ったの？表参道の・・・,"00:21:03,290","00:21:05,950",モブ,東京,"Past 1, 9/5",
265,次のライブの前座でさ・・・,"00:21:06,020","00:21:07,520",モブ,東京,"Past 1, 9/5",
266,えっライブなの？,"00:21:07,520","00:21:08,540",モブ,東京,"Past 1, 9/5",
267,今日部活さぼってさ！映画行かない？,"00:21:08,540","00:21:10,540",モブ,東京,"Past 1, 9/5",
268,たーき！,"00:21:15,500","00:21:16,530",司くん,東京,"Past 1, 9/5",
269,まさか昼からとはな。飯行こうぜ。,"00:21:18,500","00:21:22,330",司くん,東京,"Past 1, 9/5",
270,メール無視しやがって・・・,"00:21:22,660","00:21:24,320",司くん,東京,"Past 1, 9/5",
271,あっ司‥‥君？,"00:21:25,130","00:21:29,180",みつは,東京,"Past 1, 9/5",
271,君づけ、反省の表明？,"00:21:25,130","00:21:29,180",司くん,東京,"Past 1, 9/5",
272,迷った？,"00:21:29,970","00:21:32,130",しんた,東京,"Past 1, 9/5",
273,うん,"00:21:32,220","00:21:33,240",みつは,東京,"Past 1, 9/5",
274,おまえなあどうやったら通学で迷えんだよ？,"00:21:33,240","00:21:36,970",しんた,東京,"Past 1, 9/5",
275,あのーわ、わたし・・・,"00:21:37,550","00:21:39,900",みつは,東京,"Past 1, 9/5",
276,わたし？,"00:21:39,900","00:21:40,900",しんた,東京,"Past 1, 9/5",
277,わ、わたくし。,"00:21:40,900","00:21:42,740",みつは,東京,"Past 1, 9/5",
277,んん？,"00:21:40,900","00:21:42,740",しんた＆司,東京,"Past 1, 9/5",
278,僕。,"00:21:42,740","00:21:43,650",みつは,東京,"Past 1, 9/5",
279,んん？,"00:21:43,650","00:21:44,450",しんた＆司,東京,"Past 1, 9/5",
280,俺！,"00:21:44,450","00:21:45,330",みつは,東京,"Past 1, 9/5",
281,ん。,"00:21:45,330","00:21:47,330",しんた＆司,東京,"Past 1, 9/5",
282,おれ‥‥楽しかったんやよ。,"00:21:47,330","00:21:49,690",みつは,東京,"Past 1, 9/5",
283,なんだか毎日お祭りみたい。東京って。,"00:21:49,690","00:21:53,570",みつは,東京,"Past 1, 9/5",
284,お前なんか訛ってない？,"00:21:53,570","00:21:55,720",しんた,東京,"Past 1, 9/5",
285,えっ？！,"00:21:55,720","00:21:56,450",みつは,東京,"Past 1, 9/5",
286,瀧お前弁当は？えええ？！,"00:21:56,450","00:21:58,460",司,東京,"Past 1, 9/5",
287,"まったく。
高寝ぼけてんのか？","00:21:58,460","00:22:01,060",しんた,東京,"Past 1, 9/5",
288,なんかあるか？,"00:22:01,060","00:22:02,020",司,東京,"Past 1, 9/5",
289,卵コロッケサンドにしようぜ！,"00:22:02,020","00:22:04,360",しんた,東京,"Past 1, 9/5",
290,あ、ありがとう。,"00:22:08,160","00:22:09,930",みつは,東京,"Past 1, 9/5",
291,放課後カフェいかね？,"00:22:11,550","00:22:13,380",しんた,東京,"Past 1, 9/5",
292,ああ、例の。いいね。瀧は？,"00:22:13,380","00:22:15,680",司,東京,"Past 1, 9/5",
293,えっええ？！えええ？！,"00:22:15,800","00:22:19,040",みつは,東京,"Past 1, 9/5",
294,カフェ！？,"00:22:19,040","00:22:20,340",みつは,東京,"Past 1, 9/5",
295,天井の木組みがいいね。,"00:22:23,320","00:22:25,620",しんた,東京,"Past 1, 9/5",
296,ああ手がかかってるよな。たーき、決まった？,"00:22:25,620","00:22:29,580",司,東京,"Past 1, 9/5",
297,えっええ？！このパンケーキ代だけで、俺1ヶ月は暮らせる。,"00:22:29,580","00:22:35,370",みつは,東京,"Past 1, 9/5",
298,いつの時代の人だよお前は？,"00:22:35,370","00:22:37,970",司,東京,"Past 1, 9/5",
299,まいっか！夢やし。,"00:22:37,970","00:22:41,680",みつは,東京,"Past 1, 9/5",
300,あーいい夢。,"00:22:45,640","00:22:49,340",みつは,東京,"Past 1, 9/5",
301,んん？,"00:22:49,340","00:22:50,940",司＆しんた,東京,"Past 1, 9/5",
302,えっどうしよう！俺バイト遅刻やって。,"00:22:55,310","00:22:59,140",みつは,東京,"Past 1, 9/5",
303,お前シフト今日か？,"00:22:59,140","00:23:01,090",しんた,東京,"Past 1, 9/5",
304,早く行ったら？,"00:23:01,090","00:23:02,360",司,東京,"Past 1, 9/5",
305,あ‥‥あの‥‥,"00:23:05,810","00:23:07,580",みつは,東京,"Past 1, 9/5",
306,俺のバイト先って‥‥どこやっけ？,"00:23:07,580","00:23:10,970",みつは,東京,"Past 1, 9/5",
307,6番7番9番、オーダー待ちです！,"00:23:17,900","00:23:20,220",モブ,東京,"Past 1, 9/5",
308,"ご新規3名様！
12番テーブル！瀧！","00:23:20,220","00:23:22,220",モブ,東京,"Past 1, 9/5",
309,お待たせいたしました。,"00:23:22,220","00:23:24,830",みつは,東京,"Past 1, 9/5",
310,えっとズッキーニとトマトのサラダと,"00:23:24,830","00:23:28,090",みつは,東京,"Past 1, 9/5",
311,これ頼んでませんけど,"00:23:28,090","00:23:29,720",モブ,東京,"Past 1, 9/5",
312,トリュフは品切れだっていったろ！,"00:23:29,720","00:23:32,410",モブ,東京,"Past 1, 9/5",
313,瀧！声がちいせーよ！,"00:23:32,410","00:23:34,410",モブ,東京,"Past 1, 9/5",
314,瀧！,"00:23:34,410","00:23:35,390",モブ,東京,"Past 1, 9/5",
315,あーこの夢いつ覚めるんやさー？,"00:23:35,390","00:23:39,070",みつは,東京,"Past 1, 9/5",
316,ちょっと、ちょっとお兄さん。,"00:23:47,360","00:23:49,780",モブ,東京,"Past 1, 9/5",
317,は、はい！,"00:23:49,780","00:23:51,570",みつは,東京,"Past 1, 9/5",
318,ビザにさあ・・・楊枝刺さってたんだけど。,"00:23:52,830","00:23:56,560",モブ,東京,"Past 1, 9/5",
319,これ間違って食っちゃったら危ないよね。,"00:23:56,560","00:23:59,960",モブ,東京,"Past 1, 9/5",
320,俺が気づいたからよかったけどさー。,"00:23:59,960","00:24:02,970",モブ,東京,"Past 1, 9/5",
321,どうすんの？,"00:24:02,970","00:24:04,610",モブ,東京,"Past 1, 9/5",
322,でも、イタリアンの厨房で楊枝ははいらな・・・,"00:24:06,510","00:24:11,050",みつは,東京,"Past 1, 9/5",
323,お客さま、どうかなさいましたか？,"00:24:12,670","00:24:16,520",奥寺,東京,"Past 1, 9/5",
324,ここはいいから・・・,"00:24:16,520","00:24:18,720",奥寺,東京,"Past 1, 9/5",
325,・・・も言ったんだけどね。,"00:24:18,720","00:24:22,260",モブ,東京,"Past 1, 9/5",
326,大変失礼いたしました。,"00:24:23,330","00:24:25,340",奥寺,東京,"Past 1, 9/5",
327,お代は結構ですので。,"00:24:25,340","00:24:26,910",奥寺,東京,"Past 1, 9/5",
328,そう？,"00:24:26,910","00:24:27,970",モブ,東京,"Past 1, 9/5",
329,お怪我はありませんでしたか？,"00:24:27,970","00:24:30,340",奥寺,東京,"Past 1, 9/5",
330,あの・・・奥寺さん。,"00:24:40,580","00:24:43,040",みつは,東京,"Past 1, 9/5",
331,先輩、だろ？,"00:24:43,040","00:24:45,040",モブ,東京,"Past 1, 9/5",
332,奥寺先輩・・・さっきは,"00:24:45,040","00:24:47,170",みつは,東京,"Past 1, 9/5",
333,今日は災難だったね。,"00:24:47,170","00:24:48,750",奥寺,東京,"Past 1, 9/5",
334,あの・・・,"00:24:48,750","00:24:49,840",みつは,東京,"Past 1, 9/5",
335,あいつら絶対言いがかりだよ。,"00:24:49,840","00:24:52,020",奥寺,東京,"Past 1, 9/5",
336,マニュアル通りタダにしてやったけどさ。,"00:24:52,020","00:24:55,000",奥寺,東京,"Past 1, 9/5",
337,奥寺さん、そのスカート！,"00:24:55,720","00:24:59,220",モブ,東京,"Past 1, 9/5",
338,大丈夫ですか。どうした！,"00:24:59,740","00:25:02,030",モブ,東京,"Past 1, 9/5",
339,切られてたみたい。,"00:25:02,030","00:25:03,720",モブ,東京,"Past 1, 9/5",
340,ううあいつら。,"00:25:03,720","00:25:06,370",奥寺,東京,"Past 1, 9/5",
340,どうしましょう。,"00:25:03,720","00:25:06,370",モブ,東京,"Past 1, 9/5",
341,顔覚えてますか。いや。,"00:25:06,370","00:25:08,740",モブ,東京,"Past 1, 9/5",
342,先輩、ちょっと。え。,"00:25:08,740","00:25:11,060",みつは,東京,"Past 1, 9/5",
343,おい瀧。,"00:25:11,060","00:25:12,780",モブ,東京,"Past 1, 9/5",
344,スカート抜いてください。え。,"00:25:12,780","00:25:15,440",みつは,東京,"Past 1, 9/5",
344,え。,"00:25:12,780","00:25:15,440",奥寺,東京,"Past 1, 9/5",
345,いや向こう向いてますから。え。,"00:25:15,440","00:25:18,170",みつは,東京,"Past 1, 9/5",
345,え。,"00:25:15,440","00:25:18,170",奥寺,東京,"Past 1, 9/5",
346,すぐに済みますから。,"00:25:21,520","00:25:24,080",みつは,東京,"Past 1, 9/5",
347,出来ました。,"00:25:27,800","00:25:29,620",みつは,東京,"Past 1, 9/5",
348,瀧君すごい。,"00:25:29,620","00:25:32,660",奥寺,東京,"Past 1, 9/5",
349,前よりも可愛い。,"00:25:32,660","00:25:35,700",奥寺,東京,"Past 1, 9/5",
350,今日は助けて頂いて、ありがとうございました。,"00:25:35,700","00:25:39,930",みつは,東京,"Past 1, 9/5",
351,本当はさ、今日ちょっと心配だったのよ。,"00:25:40,880","00:25:44,480",奥寺,東京,"Past 1, 9/5",
352,瀧君弱いくせに、喧嘩っぱやいから。,"00:25:44,480","00:25:47,790",奥寺,東京,"Past 1, 9/5",
353,あ。今日の君の方がいいよ。,"00:25:47,790","00:25:51,440",奥寺,東京,"Past 1, 9/5",
354,女子力高いんだね。瀧君って。,"00:25:51,440","00:25:55,420",奥寺,東京,"Past 1, 9/5",
355,よくできた夢やな。あれながら。,"00:26:05,240","00:26:09,330",みつは,東京,"Past 1, 9/5",
356,あ、この子日記付け取る。,"00:26:12,780","00:26:15,880",みつは,東京,"Past 1, 9/5",
357,うん、生やな。,"00:26:19,160","00:26:21,890",みつは,東京,"Past 1, 9/5",
358,いいな、東京生活。,"00:26:21,890","00:26:25,490",みつは,東京,"Past 1, 9/5",
359,あ、あの人や。,"00:26:27,540","00:26:30,240",みつは,東京,"Past 1, 9/5",
360,片思いかな。へへへへへ。,"00:26:34,900","00:26:38,180",みつは,東京,"Past 1, 9/5","Permanent marker (""Mitsuha"")"
361,何だ、これ。,"00:27:20,440","00:27:22,530",たき,東京,"Past 1, 9/5","Scene change // permanent marker (""Mitsuha"")"
362,な。な。,"00:27:26,430","00:27:28,590",たき,東京,"Past 1, 9/6",
363,何だこれ。,"00:27:29,120","00:27:31,700",たき,東京,"Past 1, 9/6",
364,今日もカーフェかね。,"00:27:32,450","00:27:34,080",しんた,東京,"Past 1, 9/6",Scene change
365,あ、悪い俺今日これからバイト。,"00:27:34,080","00:27:36,530",たき,東京,"Past 1, 9/6",
366,行き先はわかるのか。,"00:27:36,530","00:27:38,780",司,東京,"Past 1, 9/6",Mitsuha's string
367,は、あ。司、もしかしてお前か。,"00:27:38,780","00:27:42,840",たき,東京,"Past 1, 9/6",
368,俺の携帯勝手に。,"00:27:42,840","00:27:44,770",たき,東京,"Past 1, 9/6",Doubting a friend
369,あ？,"00:27:44,770","00:27:45,690",司,東京,"Past 1, 9/6",
370,やっぱいいや。じゃな。,"00:27:45,690","00:27:48,250",たき,東京,"Past 1, 9/6",
371,あいつ、今日は普通だな。,"00:27:49,210","00:27:51,650",しんた,東京,"Past 1, 9/6",
372,昨日は何か、可愛かった。,"00:27:51,650","00:27:54,590",司,東京,"Past 1, 9/6",
373,え？,"00:27:54,590","00:27:55,390",しんた,東京,"Past 1, 9/6",
374,な、何すか。,"00:27:58,040","00:28:00,260",たき,東京,"Past 1, 9/6",Scene change
375,てめえ瀧、ぬけやけしやがって。,"00:28:00,260","00:28:02,740",モブ,東京,"Past 1, 9/6",Mituha's string
376,昨日お前ら一緒に帰っただろう。,"00:28:02,740","00:28:04,660",モブ,東京,"Past 1, 9/6",
377,え。え。え。まさかマジで。,"00:28:04,660","00:28:08,590",たき,東京,"Past 1, 9/6",
378,"奥寺先輩と。
あれからどうなった。","00:28:08,590","00:28:11,250",モブ,東京,"Past 1, 9/6",
379,え、あ、あの。よく覚えてないすよ、俺。,"00:28:11,250","00:28:14,920",たき,東京,"Past 1, 9/6",Mituha's string
380,ふざけんなよこら。,"00:28:14,920","00:28:16,880",モブ,東京,"Past 1, 9/6",
381,奥寺、入ります。お疲れ様。,"00:28:16,880","00:28:21,050",奥寺,東京,"Past 1, 9/6",
382,ちゃっす。,"00:28:21,050","00:28:22,750",モブ,東京,"Past 1, 9/6",
383,は、今日もよろしくね。ねぇ、瀧君。,"00:28:22,750","00:28:28,560",奥寺,東京,"Past 1, 9/6",
384,あ。お姉ちゃん、今日はおっぱい触とらんや。,"00:28:40,060","00:28:43,980",よつは,田舎,"Past 2, 9/13","Scene change // permanent marker (""who are you?"")"
385,ご飯、早起きな。,"00:28:43,980","00:28:47,800",よつは,田舎,"Past 2, 9/13",
386,おっぱい。,"00:28:49,690","00:28:51,540",みつは,田舎,"Past 2, 9/13",Breasts
387,おはよう。,"00:28:53,320","00:28:55,040",みつは,田舎,"Past 2, 9/13",
388,え。きた。,"00:28:55,040","00:28:57,940",クラスメイト,田舎,"Past 2, 9/13",
389,な、何か視線を感じるやけど。,"00:29:00,200","00:29:03,690",みつは,田舎,"Past 2, 9/13",
390,うん、昨日のあれは目立ったもんな。,"00:29:03,690","00:29:07,220",さや,田舎,"Past 2, 9/13",
391,はぁ？,"00:29:07,330","00:29:08,270",みつは,田舎,"Past 2, 9/13",
392,ポスターを見た、町長戦の。,"00:29:09,820","00:29:12,420",クラスメイト,田舎,"Past 2, 9/12",
393,誰がやったって同じやね。,"00:29:12,420","00:29:14,250",クラスメイト,田舎,"Past 2, 9/12",
394,挑戦金をどう配れただけや。,"00:29:14,250","00:29:16,050",クラスメイト,田舎,"Past 2, 9/12",
395,そのおかげで生活費できた子もいるやけど。,"00:29:16,050","00:29:18,910",クラスメイト,田舎,"Past 2, 9/12",
396,あれって、私の事だよね。,"00:29:19,820","00:29:23,210",たき,田舎,"Past 2, 9/12",Sketching
397,あ、うん。,"00:29:23,210","00:29:24,350",さち,田舎,"Past 2, 9/12",
398,ちょ、三葉。,"00:29:24,350","00:29:26,570",さち,田舎,"Past 2, 9/12",
399,な、な、何をそれ。,"00:29:35,600","00:29:41,160",みつは,田舎,"Past 2, 9/13",
400,お姉ちゃん。,"00:29:43,620","00:29:45,240",よつは,田舎,"Past 2, 9/13",Door x 2
401,あ、あ、これってこれってもしかして。,"00:29:49,100","00:29:54,400",みつは,田舎,"Past 2, 9/13","Notebook (""What is this life??"")"
402,あああ。これってもしかして本当に。,"00:29:55,000","00:29:59,470",たき,東京,"Past 1, 9/13",Scene change
403,私、夢の中であの男の事。,"00:29:59,470","00:30:02,440",みつは,田舎,"Past 2, 9/13",Scene change
404,俺は、夢の中であの女と。,"00:30:02,440","00:30:05,340",たき,東京,"Past 1, 9/13",
405,入れ替わってる。,"00:30:05,340","00:30:08,050",みつは＆たき,東京＆田舎,"Past 1 & 2, 9/13",Diary (4th switch for Mitsuha)
406,やっと目を覚ましたかい、,"00:30:22,750","00:30:26,480",歌,東京＆田舎,Past 1 & 2,
407,それなのに何故目も合わせやしないんだい。,"00:30:26,480","00:30:31,300",歌,東京＆田舎,Past 1 & 2,Breasts & other body parts
408,遅いよっと怒る君、,"00:30:32,770","00:30:36,510",歌,東京＆田舎,Past 1 & 2,
409,これでもやれるだけ飛ばしてきたんだよ。,"00:30:36,510","00:30:41,710",歌,東京＆田舎,Past 1 & 2,
410,何が起きているのか、だんだんわかってきた。,"00:30:41,710","00:30:45,150",みつは,東京,Past 1,
411,瀧君は東京に住む同じ年の高校生で。,"00:30:45,150","00:30:48,690",みつは,東京,Past 1,
412,ド田舎暮らしの三葉と入れ替わりが不定期で、,"00:30:48,690","00:30:51,850",たき,田舎,Past 2,
413,週に２，３度、不意に訪れる。,"00:30:51,850","00:30:54,320",たき,田舎,Past 2,
414,トリガーは眠る事、原因は不明。,"00:30:54,320","00:30:58,040",たき,田舎,Past 2,
415,入れ替わっていた時の記憶は、,"00:30:58,040","00:31:00,190",みつは,田舎,Past 2,
416,目覚めるとだんだん不鮮明になってしまう。,"00:31:00,190","00:31:03,090",みつは,田舎,Past 2,
417,それでも俺達は確かに入れ替わっている。,"00:31:03,090","00:31:06,750",たき,東京,Past 1,
418,周囲の反応がそれを証明している。,"00:31:06,750","00:31:09,150",たき,東京,Past 1,
419,だから。だから。,"00:31:09,150","00:31:11,460",たき＆みつは,東京＆田舎,Past 1 & 2,
420,私達はお互いの生活を守るため、ルールを決めた。,"00:31:11,460","00:31:15,340",みつは,東京＆田舎,Past 1 & 2,
421,入れ替わってしまっている時の注意点や、,"00:31:15,340","00:31:18,600",みつは,東京＆田舎,Past 1 & 2,
422,守るべき禁止事項を。,"00:31:18,600","00:31:20,600",みつは,東京＆田舎,Past 1 & 2,
423,それから、入れ替わった日のでき事を、携帯に残す事。,"00:31:20,600","00:31:24,400",たき,東京＆田舎,Past 1 & 2,
424,この謎現象をとにかくもぬりきるために、協力し合う事。,"00:31:24,400","00:31:29,610",みつは,東京＆田舎,Past 1 & 2,
425,それなのに。それなのに。,"00:31:29,610","00:31:33,540",みつは、たき,東京＆田舎,Past 1 & 2,
426,あの男が。あの女が。,"00:31:33,540","00:31:35,980",みつは、たき,東京＆田舎,Past 1 & 2,
427,前前前世から僕は、君を探し始めたよ。,"00:31:35,980","00:31:40,380",歌,東京＆田舎,Past 1 & 2,
428,もう迷わない、君のハートに旗を立てるよ。,"00:31:40,380","00:31:45,520",歌,東京＆田舎,Past 1 & 2,
429,君が全然全部なくなって散り散りになったって。,"00:31:45,520","00:31:50,520",歌,東京＆田舎,Past 1 & 2,
430,男子の視線。スカート注意。人生の基本でしょう。,"00:31:50,520","00:31:55,260",みつは,田舎,Past 2,
431,むしろ０から、また宇宙を始めてみようか。,"00:31:55,260","00:31:58,300",歌,東京,Past 1,
432,人の金を無駄遣いすんな。,"00:31:58,300","00:32:00,260",たき,東京,Past 1,
433,食べてるのは君の体、私だってバイトしてるし。,"00:32:00,260","00:32:03,380",みつは,東京,Past 1,
434,組紐とか、これ無理だろう。,"00:32:03,380","00:32:05,220",たき,田舎,Past 2,
435,あなたバイト入れすぎ。,"00:32:05,220","00:32:09,470",みつは,東京,Past 1,
435,お前の無駄遣いのせいだろう。,"00:32:05,220","00:32:09,470",たき,東京,Past 1,
436,私達越えられるかな、,"00:32:09,470","00:32:13,340",歌,田舎,Past 2,
437,この先の未来数えきれぬ困難を。,"00:32:13,340","00:32:17,680",歌,東京,Past 1,
438,言ったろ二人なら、,"00:32:17,680","00:32:22,510",歌,田舎,Past 2,
439,笑って返り討ちにきっとできるさ。,"00:32:22,510","00:32:27,650",歌,東京,Past 1,
440,今日は帰り道に奥寺先輩とお茶。,"00:32:28,610","00:32:31,800",みつは,東京,Past 1,
441,君達の仲は順調だよ。,"00:32:31,800","00:32:33,600",みつは,東京,Past 1,
442,てめえ、三葉。俺の人間関係変えるなよ。,"00:32:33,600","00:32:37,230",たき,東京,Past 1,
443,ちょっと瀧君。何で女子に告白されてんの。,"00:32:37,230","00:32:40,840",みつは,田舎,Past 2,
444,お前、俺に人生預けた方がモテんじゃねぇ。,"00:32:40,840","00:32:43,600",たき,田舎,Past 2,
445,自惚れんといたよね、彼女もらぬくせに。,"00:32:43,600","00:32:46,370",みつは,東京,Past 1,"Permanent marker (""Umeboreruna"")"
446,お前だっていねぇじゃねぇか。,"00:32:46,370","00:32:48,000",たき,東京,Past 1,
447,私は。,"00:32:48,000","00:32:52,020",みつは,田舎,Past 2,"Permanent marker (""Aho"")"
447,俺は。,"00:32:48,000","00:32:52,020",たき,東京,Past 1,"Permanent marker (""Baka"")"
447,いないんじゃなくて作らないの。,"00:32:48,000","00:32:52,020",みつは＆たき,東京＆田舎,Past 1 & 2,
448,あ。あいつに悪いか。,"00:33:13,550","00:33:15,920",たき,田舎,"Past 2, 10/2",Scene change
449,本当に自分のおっぱい好きやな。,"00:33:17,390","00:33:21,950",よつは,田舎,"Past 2, 10/2",Breast
450,行くよ。早く準備しな。,"00:33:21,950","00:33:25,710",よつは,田舎,"Past 2, 10/2",
451,数日前から肉眼でも見え始めた、,"00:33:27,040","00:33:30,090",テレビ,田舎,"Past 2, 10/2",Comet
452,ティアマト彗星、いつどこに見えるんでしょうか。,"00:33:30,090","00:33:33,970",テレビ,田舎,"Past 2, 10/2",Comet
453,ティアマト彗星は、太陽を追いようにして東から西の空に移動して見えてきます。,"00:33:33,970","00:33:39,880",テレビ,田舎,"Past 2, 10/2",Comet
454,ですから日没直後・・・,"00:33:39,880","00:33:41,740",テレビ,田舎,"Past 2, 10/2",Comet
455,何で制服きたの。,"00:33:41,740","00:33:43,810",よつは,田舎,"Past 2, 10/2",
456,え？,"00:33:43,810","00:33:44,780",たき,田舎,"Past 2, 10/2",
457,お婆ちゃん、何でうちのご神体はこんなに遠いの。,"00:33:51,460","00:33:57,100",よつは,田舎,"Past 2, 10/2",Scene change
458,眉五郎のせいではわしにもわからん。,"00:33:57,100","00:34:00,760",おばあちゃん,田舎,"Past 2, 10/2",Shrine
459,誰だっけ。,"00:34:00,760","00:34:01,860",たき,田舎,"Past 2, 10/2",
460,え、有名やよ。,"00:34:01,860","00:34:03,860",よつは,田舎,"Past 2, 10/2",
461,ねぇ、お婆ちゃん。,"00:34:12,100","00:34:14,580",よつは,田舎,"Past 2, 10/2",
462,わ。,"00:34:18,240","00:34:19,260",たき,田舎,"Past 2, 10/2",
463,お姉ちゃん。,"00:34:19,260","00:34:21,450",よつは,田舎,"Past 2, 10/2",
464,三葉、ヨツハ、結びって知っとるか。,"00:34:31,690","00:34:36,510",おばあちゃん,田舎,"Past 2, 10/2",String
465,結び。,"00:34:36,510","00:34:37,520",たき,田舎,"Past 2, 10/2",String
466,土地の氏神さんとはな。,"00:34:37,520","00:34:39,790",おばあちゃん,田舎,"Past 2, 10/2",String // Shrine
467,古い言葉で結びって呼ぶんやさ。,"00:34:39,790","00:34:43,020",おばあちゃん,田舎,"Past 2, 10/2",String
468,この言葉には深い意味がある。,"00:34:43,020","00:34:45,840",おばあちゃん,田舎,"Past 2, 10/2",String
469,糸を繋げる事も結び。,"00:34:45,840","00:34:49,140",おばあちゃん,田舎,"Past 2, 10/2",String
470,人を繋げる事も結び。,"00:34:49,140","00:34:52,060",おばあちゃん,田舎,"Past 2, 10/2",String
471,時間が流れる事も結び。,"00:34:52,060","00:34:55,230",おばあちゃん,田舎,"Past 2, 10/2",String
472,全部神様の力や。,"00:34:55,230","00:34:57,940",おばあちゃん,田舎,"Past 2, 10/2",String // Shrine
473,わしらの作る組紐もすすから、神様の技。,"00:34:57,940","00:35:03,440",おばあちゃん,田舎,"Past 2, 10/2",String // Shrine
474,時間の流れその物、あらはしとる。,"00:35:03,440","00:35:07,480",おばあちゃん,田舎,"Past 2, 10/2",String
475,より集まって形を作り・・・,"00:35:07,480","00:35:10,400",おばあちゃん,田舎,"Past 2, 10/2",String
476,ネジ入れて絡まって、,"00:35:10,400","00:35:12,920",おばあちゃん,田舎,"Past 2, 10/2",String
477,時には戻ってといれまた繋がり。,"00:35:12,920","00:35:17,500",おばあちゃん,田舎,"Past 2, 10/2",String
478,それが結び。,"00:35:17,500","00:35:20,290",おばあちゃん,田舎,"Past 2, 10/2",String
479,それが時間。,"00:35:20,290","00:35:22,560",おばあちゃん,田舎,"Past 2, 10/2",String
480,飲みな。,"00:35:25,020","00:35:28,580",おばあちゃん,田舎,"Past 2, 10/2",
480,ありがとう。,"00:35:25,020","00:35:28,580",たき,田舎,"Past 2, 10/2",
481,次私も。,"00:35:28,580","00:35:30,530",よつは,田舎,"Past 2, 10/2",
481,うん。,"00:35:28,580","00:35:30,530",たき,田舎,"Past 2, 10/2",
482,それも結び。,"00:35:30,530","00:35:34,030",おばあちゃん,田舎,"Past 2, 10/2",String
